IPV6央视,#genre#
重庆卫视,http://[2409:8087:2001:20:2800:0:df6e:eb16]:80/wh7f454c46tw1552893761_-1608513550/ott.mobaibox.com/PLTV/3/224/3221227632/index.m3u?$LR•IPV6『线路19』
重庆卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010053/1.m3u?$LR•IPV6『线路20』
重庆卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225618/2.m3u$LR•IPV6『线路21』
重庆卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226409/index.m3u$LR•IPV6『线路22』
重庆卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u$LR•IPV6『线路23』
重庆卫视,http://[2409:8087:1a01:df::4051]/TVOD/88888888/224/3221225963/main.m3u$LR•IPV6『线路24』
重庆卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1b]:80/wh7f454c46tw514879444_-1075144663/ott.mobaibox.com/PLTV/3/224/3221227550/index.m3u?$LR•IPV6『线路25』
四川卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000025/index.m3u$LR•IPV6『线路1』
四川卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000016825/1.m3u$LR•IPV6『线路2』
四川卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000006119/1.m3u$LR•IPV6『线路3』
四川卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010115/index.m3u$LR•IPV6『线路4』
四川卫视,http://[2409:8087:74f0:22::6]:6410/270000001128/9900000025/index.m3u?channel-id=newtv&livemode=4&Contentid=9900000025$LR•IPV6『线路5』
四川卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u$LR•IPV6『线路6』
四川卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u$LR•IPV6『线路7』
四川卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u$LR•IPV6『线路8』
四川卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/1.m3u?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV6『线路9』
四川卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226338/index.m3u$LR•IPV6『线路10』
四川卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u?$LR•IPV6『线路11』
四川卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000025/index.m3u?channel-id=newtv&livemode=4&Contentid=9900000396$LR•IPV6『线路12』
四川卫视,http://[2409:8087:2001:20:2800:0:df6e:eb09]/wh7f454c46tw2502717081_11504314/ott.mobaibox.com/PLTV/3/224/3221227556/index.m3u?$LR•IPV6『线路13』
四川卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226454/index.m3u$LR•IPV6『线路14』
四川卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u$LR•IPV6『线路15』
四川卫视,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002219/index.m3u$LR•IPV6『线路16』
四川卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226338/index.m3u$LR•IPV6『线路17』
四川卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226454/index.m3u$LR•IPV6『线路18』
四川卫视,http://[2409:8087:1a0a:df::402f]:80/wh7f454c46tw3886432740_-1280396412/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u?icpid=88888888&RTS=1713970715&from=4&hms_devid=1144&online=1713970715&vqe=3$LR•IPV6『线路19』
四川卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010115/1.m3u?$LR•IPV6『线路20』
四川卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226338/index.m3u$LR•IPV6『线路21』
四川卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226338/index.m3u$LR•IPV6『线路22』
四川卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226338/2.m3u$LR•IPV6『线路23』
四川卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000025/index.m3u$LR•IPV6『线路24』
四川卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010115/1.m3u$LR•IPV6『线路25』
东南卫视,http://[2409:8087:74d9:21::9]:80/270000001128/index.m3u?cmcc_cid=9900000519$LR•IPV6『线路1』
东南卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000010584/1.m3u$LR•IPV6『线路2』
东南卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000009263/1.m3u$LR•IPV6『线路3』
东南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010096/index.m3u$LR•IPV6『线路4』
东南卫视,http://[2409:8087:1a01:df::4035]:80/TVOD/88888888/224/3221225950/main.m3u$LR•IPV6『线路5』
东南卫视,http://[2409:8087:74f0:22::4]:6610/270000001128/9900000519/index.m3u?channel-id=newtv&livemode=4&Contentid=9900000519$LR•IPV6『线路6』
东南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u$LR•IPV6『线路7』
东南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226341/index.m3u$LR•IPV6『线路8』
东南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226341/index.m3u$LR•IPV6『线路9』
东南卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u$LR•IPV6『线路10』
东南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/1.m3u?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV6『线路11』
东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226341/index.m3u$LR•IPV6『线路12』
东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u$LR•IPV6『线路13』
东南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010096/1.m3u$LR•IPV6『线路14』
东南卫视,http://[2409:8087:1a0a:df::404e]:80/wh7f454c46tw3852064492_357236640/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u?icpid=88888888&RTS=1713970681&from=4&hms_devid=1208&online=1713970681&vqe=3$LR•IPV6『线路15』
东南卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010096/1.m3u?$LR•IPV6『线路16』
东南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226341/index.m3u$LR•IPV6『线路17』
东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u?$LR•IPV6『线路18』
东南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225620/2.m3u$LR•IPV6『线路19』
东南卫视,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw1460673280_696172443/ott.mobaibox.com/PLTV/3/224/3221227553/index.m3u?$LR•IPV6『线路20』
东南卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0b]:80/wh7f454c46tw1481870012_-1505625723/ott.mobaibox.com/PLTV/3/224/3221227670/index.m3u?$LR•IPV6『线路21』
东南卫视,http://[2409:8087:1a01:df::4035]/TVOD/88888888/224/3221225950/main.m3u$LR•IPV6『线路22』
东南卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000519/index.m3u?channel-id=newtv&livemode=4&Contentid=9900000550$LR•IPV6『线路23』
东南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86$LR•IPV6『线路24』
东南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u$LR•IPV6『线路25』
深圳卫视,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002140/index.m3u$LR•IPV6『线路1』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000011645/1.m3u$LR•IPV6『线路2』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000009227/1.m3u$LR•IPV6『线路3』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000007410/1.m3u$LR•IPV6『线路4』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/index.m3u$LR•IPV6『线路5』
深圳卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u$LR•IPV6『线路6』
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u$LR•IPV6『线路7』
深圳卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u$LR•IPV6『线路8』
深圳卫视,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000529/index.m3u?channel-id=newtv&livemode=4&Contentid=9900000529$LR•IPV6『线路9』
深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226313/index.m3u$LR•IPV6『线路10』
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb02]:80/wh7f454c46tw208243183_695881801/ott.mobaibox.com/PLTV/3/224/3221227695/index.m3u?$LR•IPV6『线路11』
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0d]:80/wh7f454c46tw208051491_470444878/ott.mobaibox.com/PLTV/3/224/3221227677/index.m3u?$LR•IPV6『线路12』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/1.m3u$LR•IPV6『线路13』
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw208466077_112536285/ott.mobaibox.com/PLTV/3/224/3221228236/index.m3u?$LR•IPV6『线路14』
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226313/index.m3u$LR•IPV6『线路15』
深圳卫视,http://[2409:8087:1a0a:df::4037]:80/wh7f454c46tw2706720003_917179827/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u?icpid=88888888&RTS=1713969535&from=4&hms_devid=1211&online=1713969535&vqe=3$LR•IPV6『线路16』
深圳卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226199/index.m3u$LR•IPV6『线路17』
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u$LR•IPV6『线路18』
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb07]:80/wh7f454c46tw208659612_-112921820/ott.mobaibox.com/PLTV/3/224/3221227217/index.m3u?$LR•IPV6『线路19』
深圳卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226313/index.m3u$LR•IPV6『线路20』
深圳卫视,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002140/index.m3u$LR•IPV6『线路21』
深圳卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw207777730_-119365339/ott.mobaibox.com/PLTV/3/224/3221227624/index.m3u?$LR•IPV6『线路22』
深圳卫视,http://[2409:8087:1a0a:df::4013]:80/wh7f454c46tw2667830568_725069943/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u?icpid=88888888&RTS=1713969496&from=4&hms_devid=773&online=1713969496&vqe=3$LR•IPV6『线路23』
深圳卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226199/index.m3u$LR•IPV6『线路24』
深圳卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/$LR•IPV6『线路25』
广东卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226180/index.m3u$LR•IPV6『线路1』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000014694/1.m3u$LR•IPV6『线路2』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000014176/1.m3u$LR•IPV6『线路3』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000028357/1.m3u$LR•IPV6『线路4』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010221/index.m3u$LR•IPV6『线路5』
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u$LR•IPV6『线路6』
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u$LR•IPV6『线路7』
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226248/index.m3u$LR•IPV6『线路8』
广东卫视,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u$LR•IPV6『线路9』
广东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV6『线路10』
广东卫视,http://[2409:8087:74f0:22::6]:6410/270000001128/9900000520/index.m3u?channel-id=newtv&livemode=4&Contentid=9900000520$LR•IPV6『线路11』
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226248/index.m3u$LR•IPV6『线路12』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/1.m3u$LR•IPV6『线路13』
广东卫视,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002203/index.m3u$LR•IPV6『线路14』
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb03]:80/wh7f454c46tw201843385_424516234/ott.mobaibox.com/PLTV/3/224/3221227476/index.m3u?$LR•IPV6『线路15』
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226248/index.m3u$LR•IPV6『线路16』
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb22]:80/wh7f454c46tw201699374_-1286689762/ott.mobaibox.com/PLTV/3/224/3221228312/index.m3u?$LR•IPV6『线路17』
广东卫视,http://[2409:8087:1a01:df::4025]/TVOD/88888888/224/3221225966/main.m3u$LR•IPV6『线路18』
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/wh7f454c46tw2172536660_1354602564/ott.mobaibox.com/PLTV/3/224/3221227399/index.m3u?$LR•IPV6『线路19』
广东卫视,http://[2409:8087:1a0a:df::4011]:80/wh7f454c46tw2785724078_-429391256/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u?icpid=88888888&RTS=1713969614&from=4&hms_devid=772&online=1713969614&vqe=3$LR•IPV6『线路20』
广东卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226180/index.m3u$LR•IPV6『线路21』
广东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/1.m3u?$LR•IPV6『线路22』
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/wh7f454c46tw1930705409_-1175138860/ott.mobaibox.com/PLTV/3/224/3221228230/index.m3u?$LR•IPV6『线路23』
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0c]:80/wh7f454c46tw1545870828_672332266/ott.mobaibox.com/PLTV/3/224/3221227445/index.m3u?$LR•IPV6『线路24』
广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u$LR•IPV6『线路25』
广西卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000034/index.m3u$LR•IPV6『线路1』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031118/1.m3u$LR•IPV6『线路2』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000019837/1.m3u$LR•IPV6『线路3』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/main.m3u$LR•IPV6『线路4』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/index.m3u$LR•IPV6『线路5』
广西卫视,http://[2409:8087:74f0:22::7]:6410/270000001128/9900000034/index.m3u?channel-id=newtv&livemode=4&Contentid=9900000034$LR•IPV6『线路6』
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226549/index.m3u$LR•IPV6『线路7』
广西卫视,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002228/index.m3u$LR•IPV6『线路8』
广西卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000034/index.m3u?channel-id=newtv&livemode=4&Contentid=9900000456$LR•IPV6『线路9』
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226549/index.m3u$LR•IPV6『线路10』
广西卫视,http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw1546067216_-1703904154/ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u?$LR•IPV6『线路11』
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u$LR•IPV6『线路12』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/1.m3u?$LR•IPV6『线路13』
广西卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226452/index.m3u$LR•IPV6『线路14』
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u?$LR•IPV6『线路15』
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u$LR•IPV6『线路16』
广西卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/1.m3u$LR•IPV6『线路17』
广西卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226452/index.m3u$LR•IPV6『线路18』
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226549/2.m3u$LR•IPV6『线路19』
广西卫视,http://[2409:8087:1a01:df::4047]/TVOD/88888888/224/3221226091/main.m3u$LR•IPV6『线路20』
广西卫视,http://[2409:8087:1a0a:df::404a]:80/wh7f454c46tw2753758345_1620272844/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u?icpid=88888888&RTS=1713969582&from=4&hms_devid=1212&online=1713969582&vqe=3$LR•IPV6『线路21』
广西卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u$LR•IPV6『线路22』
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226549/index.m3u$LR•IPV6『线路23』
广西卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000034/index.m3u$LR•IPV6『线路24』
广西卫视,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001224/index.m3u?love=freedom#http://[2409:8087:2001:20:2800:0:df6e:eb1a]:80/wh7f454c46tw1546067216_-1703904154/ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u?icpid=3&RTS=1674385956&from=40&popid=40&hms_devid=2116&prioritypopid=40&vqe=3#http://[2409:8087:2001:20:2800:0:df6e:eb05]/wh7f454c46tw2325655923_1638953995/ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u?icpid=3&RTS=1669700926&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3#https://live.v1.mk/api/bestv.php?id=gxwshd8m/8000000$LR•IPV6『线路25』
厦门卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000058/index.m3u$LR•IPV6『线路1』
厦门卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000266006/1.m3u$LR•IPV6『线路2』
厦门卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000058/index.m3u?channelid=newtv&livemode=4&Contentid=9900000753$LR•IPV6『线路3』
厦门卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000058/index.m3u?channel-id=newtv&livemode=4&Contentid=9900000753$LR•IPV6『线路4』
厦门卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u?1$LR•IPV6『线路5』
厦门卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000058/index.m3u$LR•IPV6『线路6』
厦门卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221225689/index.m3u$LR•IPV6『线路7』
厦门卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221225689/index.m3u$LR•IPV6『线路8』
厦门卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u?IAS$LR•IPV6『线路9』
厦门卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u?fmmv6$LR•IPV6『线路10』
厦门卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226964/index.m3u?servicetype=1&IASHttpSessionId=RR423820220409134714119178$LR•IPV6『线路11』
厦门卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221226781/index.m3u?servicetype=1&IASHttpSessionId=RR423820220409134714119178$LR•IPV6『线路12』
厦门卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221226964/index.m3u?servicetype=1&IASHttpSessionId=RR423820220409134714119178$LR•IPV6『线路13』
厦门卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221226781/index.m3u?servicetype=1&IASHttpSessionId=RR423820220409134714119178$LR•IPV6『线路14』
厦门卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u?$LR•IPV6『线路15』
厦门卫视,http://114.243.106.165:8888/rtp/239.3.1.143:4120$LR•IPV4『线路16』
厦门卫视,http://42.237.181.126:4000/rtp/225.1.4.95:1124$LR•IPV4『线路17』
厦门卫视,http://42.237.182.172:4000/rtp/225.1.4.95:1124$LR•IPV4『线路18』
厦门卫视,http://60.169.42.147:4000/rtp/238.1.78.246:7840$LR•IPV4『线路19』
厦门卫视,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236231/index.m3u$LR•IPV4『线路20』
厦门卫视,P2p://147.135.39.171:9906/66989e4800003e18fef0c43e20101cad.ts$LR•IPV4『线路21』
厦门卫视,http://1.203.110.68:8686/udp/225.1.8.166:4120$LR•IPV4『线路22』
厦门卫视,http://114.253.253.97:4001/rtp/239.3.1.143:4120$LR•IPV4『线路23』
厦门卫视,http://ott.mobaibox.com/PLTV/3/224/3221226996/index.m3u$LR•IPV4『线路24』
厦门卫视,http://111.123.105.133:8881/rtp/238.255.2.205:5999$LR•IPV4『线路25』
南方卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227214/index.m3u?servicetype=1&IASHttpSessionId=RR423820220409134714119178$LR•IPV6『线路1』
南方卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227214/index.m3u?servicetype=1&IASHttpSessionId=RR423820220409134714119178$LR•IPV6『线路2』
南方卫视,http://171.110.42.62:8181/tsfile/live/1008_1.m3u?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
南方卫视,http://123.122.162.250:19999/rtp/239.3.1.161:8001$LR•IPV4『线路4』
南方卫视,http://106.120.14.74:2333/udp/225.1.8.225:5008$LR•IPV4『线路5』
南方卫视,http://202.103.213.10:8888/udp/239.81.0.32:4056$LR•IPV4『线路6』
南方卫视,http://111.193.225.167:8888/rtp/239.3.1.161:8001$LR•IPV4『线路7』
南方卫视,http://180.141.28.176:4022/rtp/239.81.0.32:4056?Cf=cfss.cc$LR•IPV4『线路8』
南方卫视,http://114.243.103.165:8822/rtp/239.3.1.161:8001$LR•IPV4『线路9』
南方卫视,http://222.129.33.14:8888/udp/225.1.8.225:5008$LR•IPV4『线路10』
南方卫视,http://39.98.201.151:9090/udp/225.1.8.225:5008$LR•IPV4『线路11』
南方卫视,http://114.253.253.97:4001/rtp/239.3.1.161:8001$LR•IPV4『线路12』
南方卫视,http://1.203.110.68:8686/udp/225.1.8.225:5008$LR•IPV4『线路13』
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u$LR•IPV4『线路14』
南方卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u?$LR•IPV4『线路15』
南方卫视,http://www.zzlag.top:9087/tsfile/live/1041_1.m3u?key=txiptv$LR•IPV4『线路16』
南方卫视,http://171.108.239.79:8181/tsfile/live/1003_1.m3u?key=txiptv&playlive=1&authid=0$LR•IPV4『线路17』
南方卫视,http://171.108.239.99:8181/tsfile/live/1003_1.m3u?key=txiptv$LR•IPV4『线路18』
南方卫视,http://171.108.239.98:8181/tsfile/live/1003_1.m3u?key=txiptv&playlive=1&authid=0$LR•IPV4『线路19』
南方卫视,http://171.108.239.80:8181/tsfile/live/1003_1.m3u?key=txiptv&playlive=1&authid=0$LR•IPV4『线路20』
南方卫视,http://171.108.239.99:8181/tsfile/live/1003_1.m3u?key=txiptv&playlive=1&authid=0$LR•IPV4『线路21』
南方卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226203/index.m3u$LR•IPV4『线路22』
甘肃卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000023/index.m3u$LR•IPV6『线路1』
甘肃卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031121/1.m3u$LR•IPV6『线路2』
甘肃卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000017827/1.m3u$LR•IPV6『线路3』
甘肃卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010098/1.m3u$LR•IPV6『线路4』
甘肃卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010098/index.m3u$LR•IPV6『线路5』
甘肃卫视,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000023/index.m3u?channel-id=newtv&livemode=4&Contentid=9900000023$LR•IPV6『线路6』
甘肃卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225633/index.m3u$LR•IPV6『线路7』
甘肃卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u$LR•IPV6『线路8』
